,price,name,ext_color,int_color,drivetrain,mpg,fuel,transmission,engine,mileage,accidents,1owner,personal_use,review_comfort,review_design,review_performance,review_value,review_styling,review_reliability,sellers-notes
805,"$8,500",2015 Ford Taurus SE,Black,Charcoal Black,Front-wheel Drive,19–29,E85 Flex Fuel,6-Speed Automatic,3.5L V6 24V MPFI DOHC Flexible Fuel,"131,476 mi.",At least 1 accident or damage reported,No,No,4.8,4.6,4.8,4.7,4.8,4.7,"Black 2015 Ford Taurus SE FWD 6-Speed Automatic with Select-Shift 3.5L 6-Cylinder SMPI DOHC Air Conditioning, AM/FM Stereo/Single CD/MP3 Capable, Power driver seat, Power steering, Power windows, Rear window defroster, Remote keyless entry, Steering wheel mounted audio controls, SYNC w/MyFord. Recen …"
806,"$34,949",2020 Lincoln Corsair Standard,Pristine White,Ebony,All-wheel Drive,21–29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"32,733 mi.",None reported,Yes,Yes,4.7,4.7,4.4,4.4,4.7,4.4,"APPLE CARPLAY, ANDROID AUTO, BLUETOOTH, BACK UP CAMERA, LEATHER SEATS, REMOTE START, HEATED SEATS, 4X4 AWD 4WD four wheel drive, Lincoln Certified Pre-Owned Certified, 60/40 EasyFold Rear Seat w/Power Seatback Release, Ambient Lighting, Convenience Package, Equipment Group 101A, Universal Garage D …"
807,"$13,995",1999 Porsche Boxster,Black,Black,Rear-wheel Drive,19–26,Gasoline,5-Speed Manual,2.5L H6 24V MPFI DOHC,"65,844 mi.",None reported,No,Yes,4.1,4.2,4.5,4.6,4.7,4.4,"Black 1999 Porsche Boxster Base RWD 2.5L H6 5-Speed Manual Hi-Fi Sound Package, Remote Control Alarm System, Speed Control, Sport Package, Wind Deflector, 4 Speakers, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Automatic temperature control, Bumpers: body-color, Cas …"
808,"$26,777",2021 Volkswagen Passat 2.0T R-Line,Pure White,Titan Black,Front-wheel Drive,24–36,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"3,193 mi.",None reported,Yes,Yes,5.0,5.0,5.0,5.0,5.0,5.0,"Titan Black w/Perforated V-Tex Leatherette Seating Surfaces. Priced below KBB Fair Purchase Price! Odometer is 16758 miles below market average! CARFAX One-Owner. Clean CARFAX. White 2021 Volkswagen Passat 2.0T R-Line FWD 24/36 City/Highway MPG At Ken Vance Motors, a division of ONE Automotive Group …"
809,"$24,950",2006 Porsche Boxster S,Carrara White,Brown,Rear-wheel Drive,19–27,Gasoline,5-Speed Automatic,3.2L H6 24V MPFI DOHC,"37,228 mi.",None reported,No,No,4.4,4.6,4.8,4.4,4.9,4.6,"2006 Porsche Boxster S Carrera White RWD 3.2L H6 SMPI DOHC Clean CARFAX. Odometer is 9616 miles below market average! LEATHER, HEATED SEATS, STEERING WHEEL CONTROLS, PREMIUM AUDIO, KEYLESS ENTRY, PREMIUM WHEELS, 18 Boxster S Wheels, Convertible roof lining, Electronic Stability Control, Four wheel i …"
810,"$36,997",2020 Land Rover Range Rover Evoque S,Eiger Grey,Ebony / Ebony,All-wheel Drive,20–27,Gasoline,Automatic,I4,"18,818 mi.",None reported,Yes,Yes,4.6,4.5,3.8,3.7,4.7,3.5,Drive Package Fixed Panoramic Roof Panoramic Roof Eiger Grey Metallic Keyless Entry Basic Interior Protection & Storage Pack Leather Seats Radio: Touch Pro Duo Infotainment W/Navigation Navigation System Black Contrast Roof 380 Watt Meridian Sound System W/10-Speakers Ebony M …
811,"$46,796",2021 Nissan Titan PRO-4X,Deep Blue Pearl,Black,Four-wheel Drive,15–20,Gasoline,9-Speed Automatic,5.6L V8 32V GDI DOHC,"40,225 mi.",None reported,Yes,Yes,4.5,4.4,4.2,4.1,4.4,4.3,"CARFAX One-Owner. Clean CARFAX. BACKUP CAMERA, BLUETOOTH, HEATED SEATS, HEATED STEERING WHEEL, STABILITY CONTROL, BRAKE ASSIST, ALLOY WHEELS, PANORAMIC ROOF / SUNROOF, KEYLESS START, REMOTE START, 4X4 / 4 - WHEEL DRIVE, AWD, ACTIVE BLIND SPOT DETECTION, ADAP …"
812,"$49,881",2022 Lexus ES 350 Ultra Luxury,Moonbeam Beige Metallic,Black,Front-wheel Drive,22–32,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,"7,056 mi.",None reported,Yes,Yes,4.4,4.4,4.4,4.6,4.6,4.6,This 2022 Lexus ES 4dr Local Trade/Ultra Luxury Pkg/Heated&Cooled Seats/Blind Spot/NAV features a 3.5L V6 CYLINDER 6cyl Gasoline engine. It is equipped with a Automatic transmission. The vehicle is Moonbeam Beige Metallic with a Black Full Leather interior. It is offered with the remaining factory w …
813,"$79,999",2023 Mercedes-Benz AMG C 43 Base 4MATIC,MANUFAKTUR Selenite Gray Magno,Black,All-wheel Drive,,Gasoline,Automatic,2.0L I4 16V PDI DOHC Turbo,967 mi.,None reported,Yes,No,,,,,,,"Recent Arrival! Clean CARFAX. 20 AMG Y 5-Spoke Wheels w/ Black Accents, AMG Carbon Fiber Package, AMG Carbon Fiber Rear Spoiler, AMG Carbon Fiber Side Mirrors, AMG Night Package II, AMG Performance Steering Wheel in Nappa/Microfiber, AMG Real Performance Sound, Darkened Front Grille, Darkened Model …"
814,"$14,950",2013 Subaru Impreza WRX Base,Crystal Black Silica,Dark Gray,All-wheel Drive,19–25,Gasoline,5-Speed Manual,2.5L H4 16V MPFI DOHC Turbo,"104,600 mi.",At least 1 accident or damage reported,No,Yes,4.4,4.1,4.9,4.5,4.8,4.7,Visit The Car Lot of Lenoir online at thecarlotnc.com to see more pictures of this vehicle or call us at 828-572-4110 today to schedule your test drive.
815,"$34,950",2022 Volkswagen Jetta GLI 2.0T Autobahn,Kings Red,Titan Black,Front-wheel Drive,26–36,Gasoline,7-Speed Automatic,1.5L,"1,025 mi.",None reported,Yes,Yes,5.0,5.0,5.0,5.0,5.0,5.0,"2022 Volkswagen Jetta GLI 2.0T Autobahn Certified. Kings Red Metallic w/Black Roof FWD 2.0L TSI Recent Arrival! CARFAX One-Owner. Clean CARFAX. VW CERTIFIEDBUY WITH CONFIDENCE, BLUETOOTH, ONE OWNER CLEAN CARFAX, BACKUP CAMERA, NAVIGATION, LEATHER, POWER MOONROOF, HEATED SEATS, STEERING WHEEL C …"
816,"$44,500",2019 Lincoln Navigator L Select,Ceramic White,Cappuccino,Rear-wheel Drive,16–22,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,"74,961 mi.",None reported,Yes,Yes,4.8,4.8,4.3,4.2,4.8,4.3,"Come see us in beautiful Ardmore, OK USA! Take exit 32 on I-35. This Navigator is equipped with the following options: Cappuccino w/Premium Leather Heated Low-Back Bucket Seats, 14 Speakers, 3.73 Axle Ratio, 30-Way Perfect Position Seating w/Active Motion, 3rd row seats: split-bench, 4-Wheel Disc Br …"
817,"$9,990",2005 Nissan Titan XE Crew Cab,Radiant Silver,Steel,Four-wheel Drive,10–18,E85 Flex Fuel,Automatic,"Endurance 5.6L V-8 DOHC, engine with 305HP","137,770 mi.",None reported,Yes,No,4.7,4.5,4.7,4.6,4.7,4.5,Visit Brothers Auto Haus Elwood online at www.BrothersAutoHausElwood.com to see more pictures of this vehicle or call us at 765-557-8194 today to schedule your test drive.
818,"$17,964",2014 Ford Expedition XL,White,Beige,Four-wheel Drive,13–18,E85 Flex Fuel,6-Speed Automatic,5.4L V8 24V MPFI SOHC Flexible Fuel,"59,452 mi.",None reported,Yes,No,4.7,4.5,4.7,4.4,4.5,4.8,
819,"$22,195",2018 Mazda Mazda6 Grand Touring,Jet Black Mica,Black,Front-wheel Drive,23–31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,"67,023 mi.",None reported,Yes,No,4.9,4.9,4.8,4.8,4.9,4.8,"GENIUS TOOLS & VEHICLE BENEFITS: Experience the Genius Way to Buy a Car at DriveTime with true online financing terms, no haggle pricing and a pressure free sales experience. Every vehicle at DriveTime is inspected prior to arriving on the lot and comes complete with a 5-Day vehicle return policy, 3 …"
820,"$42,995",2020 Hyundai Palisade Limited,Becketts Black,Black,All-wheel Drive,19–24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,"29,868 mi.",None reported,Yes,No,4.8,4.8,4.5,4.5,4.7,4.6,"KBB.com 10 Best SUVs Worth Waiting For. Only 29,868 Miles! Scores 24 Highway MPG and 19 City MPG! This Hyundai Palisade delivers a Regular Unleaded V-6 3.8 L/231 engine powering this Automatic transmission. TOW HITCH, OPTION GROUP 01, CARPETED FLOOR MATS.This Hyundai Palisade Comes Equipped with Th …"
821,"$57,000",2018 Tesla Model X 75D,White,Beige,All-wheel Drive,,A/T,518.0HP Electric Motor Electric Fuel System,5YJXCBE26JF114213,"Apple CarPlay/Android Auto
Bluetooth
HomeLink
USB Port",,,,4.6,4.6,4.7,4.3,4.9,4.1,Pristine Model X available including high speed wall charger (and mobile standard charger as well). Has upgraded ceramic heat resistant tint. 6 seater with captain seats in 2nd row.
822,"$13,000",2013 BMW 528 i,Space Gray Metallic,Oyster / Black,Rear-wheel Drive,24–34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"82,717 mi.",None reported,Yes,No,4.6,4.7,4.4,4.3,4.7,4.3,"Fast, smooth, and ready to impress, our 2013 BMW 528i Sedan with the Premium Package is shown in gorgeous Space Gray Metallic! Powered by a TurboCharged 2.0 Liter 4 Cylinder that offers 245hp paired with a responsive 8 Speed Automatic transmission. Our Rear Wheel Drive sedan sprints to 60mph in 6.4 …"
823,"$124,998",2023 Mercedes-Benz S-Class S 500 4MATIC,Black,Tan,All-wheel Drive,,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,361 mi.,None reported,Yes,Yes,5.0,5.0,5.0,4.0,4.0,5.0,"NEW, Sitting on our showroom floor with only 361 miles. This S500 4Matic is LOADED, original MSRP of $131,000. This vehicle has Technology Package $3,000, Warmth and Comfort Launch Package $3,600, AMG Line Package $4,300, Rear Axel Steering $,1300, Paino Lacquer flowing lines $1,300, 21' AMG Wheels …"
824,"$23,998",2018 Buick Regal Sportback Essence,White,Black,Front-wheel Drive,22–32,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"30,976 mi.",None reported,Yes,No,4.8,4.5,4.8,4.6,4.9,4.8,"Introducing the Love Your Car Guarantee from CarMax! Now you can take your time with a 24-hour test drive and a 30-day/1500-mile money back guarantee to be sure it's the right car for you. See carmax.com for details. At CarMax, finding the right car is easy. You can shop online, get pre-approved for …"
825,"$17,999",1978 Chevrolet Camaro,Blue,Black,Rear-wheel Drive,,Gasoline,Automatic,V8,"2,153 mi.",None reported,,,,,,,,,"Once you’ve found the vehicle for you, work with our knowledgeable finance department to set up a payment plan."
826,"$22,998",2019 Honda HR-V Sport,Black,Black,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,"63,387 mi.",None reported,Yes,Yes,4.6,4.6,4.4,4.6,4.8,4.7,"Introducing the Love Your Car Guarantee from CarMax! Now you can take your time with a 24-hour test drive and a 30-day/1500-mile money back guarantee to be sure it's the right car for you. See carmax.com for details. At CarMax, finding the right car is easy. You can shop online, get pre-approved for …"
827,"$68,992",2023 Lexus IS 500 F SPORT Performance,Infra Red,Chrome,Rear-wheel Drive,,Gasoline,8-Speed Automatic,5.0L V8 32V PDI DOHC,"2,078 mi.",None reported,Yes,Yes,,,,,,,"Thank you for shopping our Longo Certified Used Vehicles. We are proud to be D/FW's newest and highest-rated Toyota dealership. Remember, from the comfort of your home or office, you can browse, shop, price, even trade for your next vehicle. Test drives can be delivered to your home or office. Deals …"
828,"$65,430",2023 Land Rover Range Rover Velar S,Hakuba Silver,Ebony,Four-wheel Drive,,Gasoline,Automatic,I4,"8,537 mi.",None reported,Yes,Yes,,,,,,,"As a leading network of car dealerships, Ray Catena Motor Cars boasts 19 luxury car dealerships with the finest luxury car brands including smart car and Sprinter Vans. When you step into any of our showrooms, you'll experience a Legend in Luxury."
829,"$34,999",2021 Mercedes-Benz GLA 250 Base,Patagonia Red Metallic,Black,Front-wheel Drive,25–34,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"27,578 mi.",None reported,Yes,Yes,4.9,4.9,4.9,4.8,4.8,4.9,Carousel Online is a locally owned online used vehicle dealership that operates out of the greater Minneapolis/St. Paul area. Our mission is to redefine the pre-owned vehicle-buying experience by putting the driver before everything else. Our on-demand support and streamlined vehicle-buying process …
830,"$69,997",2021 Mercedes-Benz E-Class E 450 4MATIC,Black,Black,All-wheel Drive,22–28,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,"13,704 mi.",None reported,Yes,Yes,5.0,5.0,5.0,4.6,4.6,4.3,"Clean Carfax, 1 Owner, Factory Warranty, 2021 Mercedes-Benz E-Class E450, Heated seats, Navigation, 360 Backup camera, Panoramic roof, Burmester premium sound, Power leather seating, Night package.Only 13,704 Miles! Scores 28 Highway MPG and 22 City MPG! This Mercedes-Benz E-Class delivers a Interco …"
831,"$38,500",2016 Toyota Tundra Limited,Blazing Blue Pearl,Graphite,Four-wheel Drive,13–17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,"67,500 mi.",At least 1 accident or damage reported,No,No,4.8,4.6,4.9,4.7,4.8,5.0,"No Hassle Price, TLC Motors Certified Vehicle, 3mo/3,000 Mile Dealer Warranty, Navigation/Navi/GPS, Moonroof/Sunroof, Heated Seats, Bluetooth Equipped, Backup Camera, 4X4, Low Miles. Odometer is 27881 miles below market average! Why pay more?? Experience Stres …"
832,"$37,499",2017 Chevrolet Suburban Premier,Black Currant Metallic,Cocoa / Dune,Four-wheel Drive,15–22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,"82,506 mi.",None reported,Yes,Yes,4.8,4.6,4.4,4.1,4.7,4.4,Clean CARFAX. CARFAX One-Owner. Priced below KBB Fair Purchase Price! Odometer is 14788 miles below market average! Awards: 2017 KBB.com Best Resale Value Awards 2017 KBB.com 10 Most Awarded Brands Reviews: Seating for up to nine passengers; cargo capacity is generous; high-quality interior ad …
833,"$74,995",2021 Karma GS-6 Sport,Black,Black,Rear-wheel Drive,,Automatic,–,50G6E4SS7MA000047,"Heated Seats
Heated Steering Wheel
Keyless Start
Remote Start",None reported,Yes,Yes,,,,,,,"ZERO TO 60 IN 4.5 SEC!! THIS 2021 GS-6 FROM KARMA DRIVES AND HANDLES LIKE A DREAM, BECAUSE IF IT'S LONG WHEEL BASE AND AERODYNAMIC DESIGN, IT HAS AN ELECTRIC POWER TRAIN WITH A HYBRID POWER SYSTEM. YOU ARE GONNA LOVE YOUR RIDE TO WORK EVERY DAY IN THIS SPORTY WORK OF ART!Buy with peace of mind!! …"
834,"$57,600",2023 INFINITI QX60 Luxe,Mineral Black,Graphite,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,"2,318 mi.",None reported,No,Yes,5.0,5.0,5.0,4.5,5.0,5.0,WOW. MUST SEE 1 OWNER 2300 MILE 2023 INFINITI QX60 AWD LUXE JUST TRADED IN ON A NEW INFINITI. FRESH OIL CHANGE AND IT IS STILL LIKE BRAND NEW. THIS QX60 WAS PURCHASED HERE AT DREYER REINBOLD BRAND NEW AND TRADED IN FOR A DIFFERENT COLOR. IT LOOKS AND DRIVES AMAZING AND MUST BE SEEN AND DRIVEN TO APP …
835,"$25,988",2014 GMC Savana 2500 Upfitter Cargo,Black,Gray,Rear-wheel Drive,10–15,E85 Flex Fuel,6-Speed Automatic,6.0L V8 16V MPFI OHV Flexible Fuel,"106,710 mi.",None reported,No,No,4.7,4.0,4.3,4.3,4.7,4.7,
836,"$55,500",2020 Ford Expedition Max Limited,Oxford White,Ebony,Four-wheel Drive,16–21,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,"36,409 mi.",None reported,Yes,Yes,4.6,4.6,4.2,4.1,4.6,4.0,"Recent Arrival! CARFAX One-Owner. Odometer is 5992 miles below market average! NO ACCIDENT HISTORY, LEATHER, REMOTE START, PUSH BUTTON START, BLUETOOTH, HEATED AND COOLED SEATS, KEYLESS ENTRY, FULLY RECONDITIONED, POWER SUNROOF/MOONROOF, BACK …"
837,"$12,588",2015 Hyundai Elantra Limited,BLACK,GRAY,Front-wheel Drive,27–37,Gasoline,Automatic,"Nu 1.8L I-4 DOHC, D-CVVT variable valve control, engine with 145","82,122 mi.",At least 1 accident or damage reported,Yes,Yes,4.4,4.5,4.3,4.5,4.6,4.6,
838,"$53,250",2018 Mercedes-Benz AMG C 63 S,Polar White,Black,Rear-wheel Drive,17–23,Gasoline,7-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,"49,086 mi.",None reported,No,Yes,4.5,4.8,4.8,4.5,5.0,4.3,Our fantastic 2018 Mercedes-AMG C 63 S Coupe in Polar White offers exceptional performance and comfort. Motivated by a handcrafted Twin TurboCharged 4.0 Liter V8 that generates 503hp coupled to a 7 Speed Automatic transmission to send you to 60mph in 3.8 seconds. This Rear Wheel Drive C-Class coupe …
839,"$45,491",2022 INFINITI QX55 ESSENTIAL,Mineral Black,Graphite,All-wheel Drive,22–28,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,"26,229 mi.",None reported,Yes,Yes,4.5,4.5,4.2,4.2,4.8,4.0,"WHOLESALE PRICED!! LAST CHANCE TO BUY THIS!! HEADED TO THE AUCTION IN THE NEXT FEW DAYS!! FINAL PRICE!! WE WOULD RATHER PASS THE SAVINGS ON TO YOU, INSTEAD!! VERY NICE AND CLEAN!! HURRY!! CARFAX 1-Owner! PRICED TO SELL QUICKLY! Research suggests it will not be available for long. This 2022 INFINITI …"
840,"$45,995",2018 Tesla Model S 100D,Gray,Black,All-wheel Drive,,1-Speed Automatic,Electric,5YJSA1E21JF248010,"Heated Seats
Heated Steering Wheel
Navigation System
Power Liftgate",None reported,No,Yes,4.9,4.8,4.9,4.4,4.9,4.8,"Priced below KBB Fair Purchase Price! Clean CARFAX. ABS brakes, Alloy wheels, Compass, Electronic Stability Control, Front dual zone A/C, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Heated rear seats, Illuminated entry, Low tire pressure warning, Navigation System, Power Lift …"
841,"$17,900",2013 Ford Transit Connect XLT,Frozen White,Dark Gray,Front-wheel Drive,22–27,Gasoline,4-Speed Automatic,2.0L I4 16V MPFI DOHC,"63,504 mi.",At least 1 accident or damage reported,Yes,No,4.2,4.2,3.9,3.9,4.3,4.1,"ONE-OWNER TRANSIT CONNECT FROM CALIFORNIA WITH SUPER LOW MILES THAT ALSO HAS A CARGO DIVIDER AND PARKING AID, DUAL ACCESS DOORS AND USB INPUT, AUTOMATIC TRANSMISSION WITH CRUISE CONTROL, POWER LOCKS / POWER WINDOWS / AIR CONDITIONING AND KEYLESS ENTRY!! FIND IT WITH A BUNCH OF OTHER VANS WE HAVE AS …"
842,"$41,995",2016 BMW M4 Base,Mineral White Metallic,Sakhir Orange,Rear-wheel Drive,17–26,Gasoline,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,"37,870 mi.",At least 1 accident or damage reported,No,No,4.5,4.7,4.8,4.3,4.6,4.8,Sakhir Orange/Black; Full Merino Leather Upholstery Mineral White Metallic Leather Seats Navigation System Keyless Start Bluetooth ConnectionThis vehicle includes a Money-Back Guarantee and passed our precise inspection process. Best of all the price you see is the price you pay. No hag …
843,"$24,500",2018 Ford Fusion Energi SE Luxury,Oxford White,Medium Light Stone,Front-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,"7,513 mi.",None reported,No,No,4.9,4.8,4.6,4.9,4.9,4.9,"Clean CARFAX. Oxford White 2018 Ford Fusion Energi SE Luxury FWD E-CVT Automatic I4 Hybrid I4 Hybrid, 11 Speakers, Alloy wheels, AM/FM radio: SiriusXM, AM/FM Stereo, AppLink/Apple CarPlay and Android Auto, Automatic temperature control, Brake assist, CD player, Electronic Stability Control, Emergenc …"
844,"$21,985",2016 Toyota Sienna LE,Silver,Ash,Front-wheel Drive,18–25,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/211,"80,494 mi.",At least 1 accident or damage reported,No,Yes,4.8,4.7,4.7,4.6,4.7,4.9,"2016 Toyota Sienna LE Available at Corwin Public Wholesale in historic downtown Nampa, 323 8th Avenue South.

Odometer is 18914 miles below market average!

2016 Toyota Sienna LE FWD 3.5L V6 SMPI DOHC Silver


Corwin Public Wholesale! Located at 323 8th Avenue South, Nampa, ID 8 …"
845,"$41,881",2022 Genesis G70 2.0T,White,Black,All-wheel Drive,20–28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"14,433 mi.",None reported,No,Yes,4.7,5.0,5.0,5.0,5.0,5.0,"White 2022 Genesis G70 2.0T AWD 8-Speed Automatic 2.0L Turbocharged Apple CarPlay, Backup Camera, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Android Auto & Apple CarPlay, Anti-whiplash front head restraints, Auto High-beam Headlights, Auto-dim …"
846,"$34,999",2019 Toyota Highlander Hybrid XLE,Predawn Gray Mica,Black,All-wheel Drive,29–27,Hybrid,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,"39,466 mi.",None reported,No,No,4.9,4.9,4.9,4.8,4.8,4.5,"2019 Toyota Highlander Hybrid XLE 3.5L V6 DOHC 24V 4D Sport Utility AWD Predawn Gray Mica Certified. Toyota Certified Used Hybrids Details: Warranty Deductible: $0 174 Point Inspection Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. HV …"
847,"$42,225",2022 Acura TLX A-Spec,Majestic Black Pearl,Red,All-wheel Drive,21–29,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"16,539 mi.",None reported,Yes,Yes,4.3,4.3,4.7,5.0,5.0,5.0,"CARFAX 1-Owner, Excellent Condition, ONLY 16,539 Miles! WAS $43,822, $700 below J.D. Power Retail!, FUEL EFFICIENT 29 MPG Hwy/21 MPG City! Heated Leather Seats, Navigation, WHEELS: 19 BLACK, Turbo Charged, All Wheel Drive, Moonroof ======KEY FEATURES INCLUDE: Manager Special, Leather Seats, Navigati …"
848,"$28,000",2023 Hyundai Elantra N Line,Metal,Black,Front-wheel Drive,,Gasoline,Automatic,1.6L I4 16V GDI DOHC Turbo,156 mi.,None reported,No,No,4.2,4.2,4.8,3.5,4.8,4.5,"Certified.https://www.kbb.com/kbbreport/lups3 Clean CARFAX. Elantra N Line, 4D Sedan, I4, 7-Speed Dual Clutch DCT, FWD, Fluid Metal, Black Cloth.Option Group 01, Preferred Accessory Package (Cargo Side Bins, First Aid Kit, and Trunk/Cargo Hook), Elantra N Line, 4D Sedan, I4, 7-Speed Dual Clutch DCT, …"
849,"$44,884",2022 Volvo S60 Recharge Plug-In Hybrid T8 Inscription Extended Range,Crystal White Metallic,Charcoal,All-wheel Drive,,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,"2,300 mi.",None reported,Yes,Yes,,,,,,,"CARFAX 1-Owner, Excellent Condition, GREAT MILES 2,300! REDUCED FROM $46,936!, PRICED TO MOVE $6,700 below J.D. Power Retail! Heated Leather Seats, Moonroof, Nav System, Panoramic Roof, Turbo Charged Engine, All Wheel Drive. ======KEY FEATURES INCLUDE: Leather Seats, Navigation, Sunroof, Panoramic R …"
850,"$38,900",2020 Lincoln Corsair Reserve,Ceramic Pearl,Sandstone,All-wheel Drive,21–29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,"8,469 mi.",At least 1 accident or damage reported,No,No,4.7,4.7,4.4,4.4,4.7,4.4,"Dealerrater Dealer of the Year for 10 Consecutive Years!!! Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Specifications, features, safety and warranty data are based on what is available as sta …"
851,"$46,997",2018 Cadillac CT6 3.6L Premium Luxury,Black Raven,Cinnamon,All-wheel Drive,18–27,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,"35,380 mi.",None reported,Yes,Yes,4.9,4.8,4.8,4.9,5.0,4.9,Please call 559-406-7332 ask for sales!
852,"$35,800",2022 Ford Ranger XL,Cactus,Ebony,Rear-wheel Drive,20–26,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,"3,625 mi.",None reported,Yes,Yes,4.4,4.0,4.0,3.6,4.6,4.2,"STX PACKAGE AND 360 CO-PILOT! CARFAX One-Owner. Clean CARFAX. Cactus 2022 Ford Ranger XL RWD 10-Speed Automatic EcoBoost 2.3L I4 GTDi DOHC Turbocharged VCT LOCAL ONE OWNER, 3.73 Axle Ratio, 6 Speakers, Auto-High Beam Headlamps, BLIS Blind Spot Information System, Cruise Control, Day/Night Rear-View …"
853,"$38,488",2021 Mercedes-Benz GLB 250 Base 4MATIC,Blue,Black,All-wheel Drive,23–30,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,"30,594 mi.",None reported,No,No,4.5,4.8,4.5,3.8,4.5,4.0,"Are you interested in a simply great car? This Mercedes-Benz won't be on the lot long! Injecting the driving experience with world class power, precision and modern style! A turbocharger further enhances performance, while also preserving fuel economy. With just over 30,000 miles on the odometer, th …"
854,"$35,859",2022 Honda Civic Si Manual,Aegean Blue Metallic,Black/Red,Front-wheel Drive,27–37,Gasoline,Manual,Intercooled Turbo Premium Unleaded I-4 1.5 L/91,"4,020 mi.",None reported,Yes,Yes,4.2,4.0,4.5,4.2,4.5,5.0,"CARFAX 1-Owner, Excellent Condition. Civic trim. Heated Seats, Satellite Radio, Premium Sound System, Moonroof, Aluminum Wheels, BACK UP CAMERA, Serviced here, Non-Smoker vehicle, Originally bought here, Brand New Set Of TIRES.

KEY FEATURES INCLUDE: CUSTOM DEALER ADDED OPTIONS, HPD PACKAGE …"
855,"$26,900",2017 Volvo S90 T6 Momentum,Osmium Gray Metallic,Charcoal,All-wheel Drive,22–31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,"60,511 mi.",At least 1 accident or damage reported,No,Yes,4.8,4.8,4.6,4.4,4.7,4.3,"Dealerrater Dealer of the Year for 10 Consecutive Years!!! Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed. Specifications, features, safety and warranty data are based on what is available as sta …"
856,"$25,998",2017 Lexus IS 200t Base,Obsidian Black,Black,Rear-wheel Drive,22–32,Gasoline,8-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,"85,632 mi.",None reported,No,Yes,4.7,4.6,4.6,4.5,4.8,4.7,"F Sport Package, Navigation, Rear View Back Up Camera, Heated and Cooled Seats, Moonroof, Bluetooth, AUX/USB, Blind Spot Monitoring w/Rear Cross Traffic Alert, Leather, F Sport Suspension, F Sport Steering Wheel w/Paddle Shifters, Rear Spoiler, Premium 18 Inch Wheels, Super Clean Condition, Drives W …"
857,"$34,500",2018 Mercedes-Benz AMG GLC 43 Base 4MATIC,Polar White,Black,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,"59,415 mi.",None reported,Yes,Yes,4.8,4.5,4.8,4.4,4.8,4.8,Welcome to Abramovich Motors. We are family owned and operated business. Our dealership is completely INTERNET BASED and located in the heart of Temecula valley on Jefferson Ave. Specializing in selling excellent quality pre-owned vehicles at wholesale prices and providing unmatched customer service experience. At our location we don't have any salesmen hassle free purchase experience.
